time;Ansaugtemperatur;Auslasstemperatur;Differenz;Raumtemperatur;Ruecklauf;Vorlauf
2020-12-12T09:47:40Z;22,19;28,94;3,31;21,13;37,94;41,25
2020-12-12T09:47:45Z;22,19;28,94;3,31;21,13;37,94;41,25
2020-12-12T09:47:50Z;22,19;28,94;3,06;21,13;38,06;41,12
2020-12-12T09:47:55Z;22,19;28,94;3,06;21,13;38,06;41,12
2020-12-12T09:48:00Z;22,19;28,94;2,88;21,13;38,06;40,94
2020-12-12T09:48:05Z;22,19;28,94;2,88;21,13;38,06;40,94
2020-12-12T09:48:10Z;22,19;28,94;2,44;21,13;38,06;40,50
2020-12-12T09:48:15Z;22,19;28,94;2,44;21,13;38,06;40,50
2020-12-12T09:48:20Z;22,19;28,94;2,13;21,13;38,06;40,19
2020-12-12T09:48:25Z;22,19;28,94;2,13;21,13;38,06;40,19
2020-12-12T09:48:30Z;22,19;28,94;1,81;21,13;38,00;39,81
2020-12-12T09:48:35Z;22,19;28,94;1,81;21,13;38,00;39,81
2020-12-12T09:48:40Z;22,19;28,94;1,56;21,13;37,88;39,44
2020-12-12T09:48:45Z;22,19;28,44;1,56;21,13;37,88;39,44
2020-12-12T09:48:50Z;22,19;28,44;1,50;21,13;37,81;39,31
2020-12-12T09:48:55Z;22,19;28,44;1,50;21,13;37,81;39,31
2020-12-12T09:49:00Z;22,19;28,44;1,31;21,13;37,69;39,00
2020-12-12T09:49:05Z;22,19;28,44;1,31;21,13;37,69;39,00
2020-12-12T09:49:10Z;22,19;28,44;1,32;21,13;37,62;38,94
2020-12-12T09:49:15Z;22,19;28,44;1,32;21,13;37,62;38,94
2020-12-12T09:49:20Z;22,19;28,44;1,12;21,13;37,50;38,62
2020-12-12T09:49:25Z;22,19;28,44;1,12;21,13;37,50;38,62
2020-12-12T09:49:30Z;22,19;28,44;1,12;21,13;37,38;38,50
2020-12-12T09:49:35Z;22,19;28,19;1,12;21,13;37,38;38,50
2020-12-12T09:49:40Z;22,19;28,19;1,37;21,13;37,25;38,62
2020-12-12T09:49:45Z;22,19;28,19;1,37;21,13;37,25;38,62
2020-12-12T09:49:50Z;22,19;28,19;1,50;21,13;37,25;38,75
2020-12-12T09:49:55Z;22,19;28,19;1,50;21,13;37,25;38,75
2020-12-12T09:50:00Z;22,19;28,19;1,75;21,13;37,25;39,00
2020-12-12T09:50:05Z;22,19;28,19;1,75;21,13;37,25;39,00
2020-12-12T09:50:10Z;22,19;28,19;1,87;21,13;37,25;39,12
2020-12-12T09:50:15Z;22,19;28,19;1,87;21,13;37,25;39,12
2020-12-12T09:50:20Z;22,19;28,19;2,06;21,13;37,25;39,31
2020-12-12T09:50:25Z;22,31;28,19;2,06;21,13;37,25;39,31
2020-12-12T09:50:30Z;22,31;28,19;2,07;21,13;37,31;39,38
2020-12-12T09:50:35Z;22,31;28,19;2,07;21,13;37,31;39,38
2020-12-12T09:50:40Z;22,31;28,19;1,93;21,13;37,38;39,31
2020-12-12T09:50:45Z;22,31;28,19;1,93;21,13;37,38;39,31
2020-12-12T09:50:50Z;22,31;28,19;1,81;21,13;37,38;39,19
2020-12-12T09:50:55Z;22,31;28,19;1,81;21,13;37,38;39,19
2020-12-12T09:51:00Z;22,31;28,19;1,75;21,13;37,31;39,06
2020-12-12T09:51:05Z;22,31;28,19;1,75;21,13;37,31;39,06
2020-12-12T09:51:10Z;22,31;28,19;1,50;21,13;37,25;38,75
2020-12-12T09:51:15Z;22,31;28,00;1,50;21,13;37,25;38,75
2020-12-12T09:51:20Z;22,31;28,00;1,37;21,13;37,19;38,56
2020-12-12T09:51:25Z;22,31;28,00;1,37;21,13;37,19;38,56
2020-12-12T09:51:30Z;22,31;28,00;1,06;21,13;37,00;38,06
2020-12-12T09:51:35Z;22,31;28,00;1,06;21,13;37,00;38,06
2020-12-12T09:51:40Z;22,31;28,00;1,00;21,13;36,75;37,75
2020-12-12T09:51:45Z;22,31;28,00;1,00;21,13;36,75;37,75
2020-12-12T09:51:50Z;22,31;28,00;0,93;21,13;36,69;37,62
2020-12-12T09:51:55Z;22,31;28,00;0,93;21,13;36,69;37,62
2020-12-12T09:52:00Z;22,31;28,00;0,88;21,13;36,50;37,38
2020-12-12T09:52:05Z;22,19;28,00;0,88;21,19;36,50;37,38
2020-12-12T09:52:10Z;22,19;28,00;0,87;21,19;36,38;37,25
2020-12-12T09:52:15Z;22,19;28,00;0,87;21,19;36,38;37,25
2020-12-12T09:52:20Z;22,19;28,00;0,94;21,19;36,25;37,19
2020-12-12T09:52:25Z;22,19;28,00;0,94;21,19;36,25;37,19
2020-12-12T09:52:30Z;22,19;27,81;1,00;21,19;36,19;37,19
2020-12-12T09:52:35Z;22,19;27,81;1,00;21,19;36,19;37,19
2020-12-12T09:52:40Z;22,19;27,81;0,94;21,19;36,06;37,00
2020-12-12T09:52:45Z;22,19;27,81;0,94;21,19;36,06;37,00
2020-12-12T09:52:50Z;22,19;27,81;0,87;21,19;35,94;36,81
2020-12-12T09:52:55Z;22,19;27,81;0,87;21,19;35,94;36,81
2020-12-12T09:53:00Z;22,19;27,81;0,63;21,19;35,75;36,38
2020-12-12T09:53:05Z;22,19;27,81;0,63;21,19;35,75;36,38
2020-12-12T09:53:10Z;22,19;27,81;0,69;21,19;35,50;36,19
2020-12-12T09:53:15Z;22,19;27,81;0,69;21,19;35,50;36,19
2020-12-12T09:53:20Z;22,19;27,81;0,75;21,19;35,44;36,19
2020-12-12T09:53:25Z;22,19;27,81;0,75;21,19;35,44;36,19
2020-12-12T09:53:30Z;22,19;27,81;1,12;21,19;35,38;36,50
2020-12-12T09:53:35Z;22,19;27,81;1,12;21,19;35,38;36,50
2020-12-12T09:53:40Z;22,19;27,81;1,37;21,19;35,38;36,75
2020-12-12T09:53:45Z;22,19;27,81;1,37;21,19;35,38;36,75
2020-12-12T09:53:50Z;22,19;27,81;1,87;21,19;35,44;37,31
2020-12-12T09:53:55Z;22,19;27,81;1,87;21,19;35,44;37,31
2020-12-12T09:54:00Z;22,19;27,81;2,06;21,19;35,50;37,56
2020-12-12T09:54:05Z;22,19;27,81;2,06;21,19;35,50;37,56
2020-12-12T09:54:10Z;22,19;27,63;2,31;21,19;35,69;38,00
2020-12-12T09:54:15Z;22,19;27,63;2,31;21,19;35,69;38,00
2020-12-12T09:54:20Z;22,19;27,63;2,56;21,19;35,75;38,31
2020-12-12T09:54:25Z;22,19;27,63;2,56;21,19;35,75;38,31
2020-12-12T09:54:30Z;22,19;27,63;2,75;21,19;35,94;38,69
2020-12-12T09:54:35Z;22,19;27,63;2,75;21,19;35,94;38,69
2020-12-12T09:54:40Z;22,19;27,63;2,82;21,19;36,06;38,88
2020-12-12T09:54:45Z;22,19;27,63;2,82;21,19;36,06;38,88
2020-12-12T09:54:50Z;22,19;27,63;3,00;21,19;36,19;39,19
2020-12-12T09:54:55Z;22,19;27,63;3,00;21,19;36,19;39,19
2020-12-12T09:55:00Z;22,19;27,31;3,06;21,19;36,25;39,31
2020-12-12T09:55:05Z;22,19;27,31;3,06;21,19;36,25;39,31
2020-12-12T09:55:10Z;22,19;27,31;2,87;21,19;36,44;39,31
2020-12-12T09:55:15Z;22,19;27,31;2,87;21,19;36,44;39,31
2020-12-12T09:55:20Z;22,19;27,31;3,25;21,19;36,56;39,81
2020-12-12T09:55:25Z;22,19;27,31;3,25;21,19;36,56;39,81
2020-12-12T09:55:30Z;22,19;27,31;3,19;21,19;36,62;39,81
2020-12-12T09:55:35Z;22,19;27,31;3,19;21,19;36,62;39,81
2020-12-12T09:55:40Z;22,19;27,31;3,19;21,19;36,81;40,00
2020-12-12T09:55:45Z;22,19;27,31;3,19;21,19;36,81;40,00
2020-12-12T09:55:50Z;22,19;27,13;3,25;21,19;36,81;40,06
2020-12-12T09:55:55Z;22,19;27,13;3,25;21,19;36,81;40,06
2020-12-12T09:56:00Z;22,19;27,13;3,06;21,19;37,00;40,06
2020-12-12T09:56:05Z;22,19;27,13;3,06;21,19;37,00;40,06
2020-12-12T09:56:10Z;22,19;27,13;2,94;21,19;37,00;39,94
2020-12-12T09:56:15Z;22,19;27,13;2,94;21,19;37,00;39,94
2020-12-12T09:56:20Z;22,19;27,13;2,76;21,19;37,12;39,88
2020-12-12T09:56:25Z;22,19;27,13;2,76;21,19;37,12;39,88
2020-12-12T09:56:30Z;22,19;27,13;2,63;21,19;37,12;39,75
2020-12-12T09:56:35Z;22,19;27,13;2,63;21,19;37,12;39,75
2020-12-12T09:56:40Z;22,19;27,13;2,43;21,19;37,19;39,62
2020-12-12T09:56:45Z;22,19;27,13;2,43;21,19;37,19;39,62
2020-12-12T09:56:50Z;22,19;27,13;2,31;21,19;37,19;39,50
2020-12-12T09:56:55Z;22,19;27,13;2,31;21,19;37,19;39,50
2020-12-12T09:57:00Z;22,19;27,13;2,12;21,19;37,19;39,31
2020-12-12T09:57:05Z;22,19;27,13;2,12;21,19;37,19;39,31
2020-12-12T09:57:10Z;22,19;27,13;2,06;21,19;37,19;39,25
2020-12-12T09:57:15Z;22,19;27,13;2,06;21,19;37,19;39,25
2020-12-12T09:57:20Z;22,19;27,13;2,25;21,19;37,19;39,44
2020-12-12T09:57:25Z;22,19;27,13;2,25;21,19;37,19;39,44
2020-12-12T09:57:30Z;22,19;27,13;2,50;21,19;37,31;39,81
2020-12-12T09:57:35Z;22,19;27,13;2,50;21,19;37,31;39,81
2020-12-12T09:57:40Z;22,19;27,13;2,56;21,19;37,44;40,00
2020-12-12T09:57:45Z;22,19;27,13;2,56;21,19;37,44;40,00
2020-12-12T09:57:50Z;22,19;27,13;2,69;21,19;37,56;40,25
2020-12-12T09:57:55Z;22,19;27,13;2,69;21,19;37,56;40,25
2020-12-12T09:58:00Z;22,19;27,13;2,63;21,19;37,62;40,25
2020-12-12T09:58:05Z;22,19;27,13;2,63;21,19;37,62;40,25
2020-12-12T09:58:10Z;22,19;27,13;2,43;21,19;37,69;40,12
2020-12-12T09:58:15Z;22,19;27,13;2,43;21,19;37,69;40,12
2020-12-12T09:58:20Z;22,19;27,19;2,37;21,19;37,69;40,06
2020-12-12T09:58:25Z;22,19;27,19;2,37;21,19;37,69;40,06
2020-12-12T09:58:30Z;22,19;27,19;2,06;21,19;37,75;39,81
2020-12-12T09:58:35Z;22,19;27,19;2,06;21,19;37,75;39,81
2020-12-12T09:58:40Z;22,19;27,19;2,00;21,19;37,69;39,69
2020-12-12T09:58:45Z;22,19;27,19;2,00;21,19;37,69;39,69
2020-12-12T09:58:50Z;22,19;27,19;1,88;21,19;37,62;39,50
2020-12-12T09:58:55Z;22,19;27,19;1,88;21,19;37,62;39,50
2020-12-12T09:59:00Z;22,19;27,19;1,63;21,19;37,62;39,25
2020-12-12T09:59:05Z;22,19;27,19;1,63;21,19;37,62;39,25
2020-12-12T09:59:10Z;22,31;27,19;1,50;21,19;37,56;39,06
2020-12-12T09:59:15Z;22,31;27,19;1,50;21,19;37,56;39,06
2020-12-12T09:59:20Z;22,31;27,19;1,18;21,19;37,44;38,62
2020-12-12T09:59:25Z;22,31;27,19;1,18;21,19;37,44;38,62
2020-12-12T09:59:30Z;22,31;27,19;1,00;21,19;37,31;38,31
2020-12-12T09:59:35Z;22,31;27,19;1,00;21,31;37,31;38,31
2020-12-12T09:59:40Z;22,31;27,19;0,56;21,31;37,06;37,62
2020-12-12T09:59:45Z;22,31;27,19;0,56;21,31;37,06;37,62
2020-12-12T09:59:50Z;22,31;27,19;0,37;21,31;36,88;37,25
2020-12-12T09:59:55Z;22,31;27,19;0,37;21,31;36,88;37,25
2020-12-12T10:00:00Z;22,31;27,19;0,25;21,31;36,50;36,75
2020-12-12T10:00:05Z;22,31;27,19;0,25;21,31;36,50;36,75
2020-12-12T10:00:10Z;22,31;27,19;0,19;21,31;36,31;36,50
2020-12-12T10:00:15Z;22,31;27,19;0,19;21,31;36,31;36,50
2020-12-12T10:00:20Z;22,31;27,19;0,19;21,31;36,00;36,19
2020-12-12T10:00:25Z;22,31;27,31;0,19;21,31;36,00;36,19
2020-12-12T10:00:30Z;22,31;27,31;0,25;21,31;35,75;36,00
2020-12-12T10:00:35Z;22,31;27,31;0,25;21,31;35,75;36,00
2020-12-12T10:00:40Z;22,31;27,31;0,31;21,31;35,69;36,00
2020-12-12T10:00:45Z;22,31;27,31;0,31;21,31;35,69;36,00
2020-12-12T10:00:50Z;22,44;27,31;0,56;21,19;35,44;36,00
2020-12-12T10:00:55Z;22,44;27,31;0,56;21,19;35,44;36,00
2020-12-12T10:01:00Z;22,44;27,31;0,68;21,19;35,38;36,06
2020-12-12T10:01:05Z;22,44;27,31;0,68;21,19;35,38;36,06
2020-12-12T10:01:10Z;22,44;27,31;0,75;21,19;35,31;36,06
2020-12-12T10:01:15Z;22,44;27,31;0,75;21,19;35,31;36,06
2020-12-12T10:01:20Z;22,44;27,31;0,94;21,19;35,25;36,19
2020-12-12T10:01:25Z;22,44;27,31;0,94;21,19;35,25;36,19
2020-12-12T10:01:30Z;22,44;27,31;1,25;21,19;35,25;36,50
2020-12-12T10:01:35Z;22,44;27,31;1,25;21,19;35,25;36,50
2020-12-12T10:01:40Z;22,44;27,31;1,63;21,19;35,25;36,88
2020-12-12T10:01:45Z;22,44;27,31;1,63;21,19;35,25;36,88
2020-12-12T10:01:50Z;22,44;27,31;2,25;21,19;35,44;37,69
2020-12-12T10:01:55Z;22,44;27,31;2,25;21,19;35,44;37,69
2020-12-12T10:02:00Z;22,44;27,31;2,94;21,19;35,62;38,56
2020-12-12T10:02:05Z;22,44;27,31;2,94;21,19;35,62;38,56
2020-12-12T10:02:10Z;22,44;27,31;3,07;21,19;35,81;38,88
2020-12-12T10:02:15Z;22,44;27,31;3,07;21,19;35,81;38,88
2020-12-12T10:02:20Z;22,44;27,31;3,50;21,19;36,06;39,56
2020-12-12T10:02:25Z;22,44;27,31;3,50;21,19;36,06;39,56
2020-12-12T10:02:30Z;22,44;27,31;3,56;21,19;36,25;39,81
2020-12-12T10:02:35Z;22,44;27,31;3,56;21,19;36,25;39,81
2020-12-12T10:02:40Z;22,44;27,31;3,75;21,19;36,50;40,25
2020-12-12T10:02:45Z;22,44;27,31;3,75;21,19;36,50;40,25
2020-12-12T10:02:50Z;22,44;27,31;3,82;21,19;36,62;40,44
2020-12-12T10:02:55Z;22,44;27,19;3,82;21,19;36,62;40,44
2020-12-12T10:03:00Z;22,44;27,19;3,81;21,19;36,94;40,75
2020-12-12T10:03:05Z;22,44;27,19;3,81;21,19;36,94;40,75
2020-12-12T10:03:10Z;22,44;27,19;3,75;21,19;37,19;40,94
2020-12-12T10:03:15Z;22,44;27,19;3,75;21,19;37,19;40,94
2020-12-12T10:03:20Z;22,31;27,19;3,81;21,19;37,25;41,06
2020-12-12T10:03:25Z;22,31;27,19;3,81;21,19;37,25;41,06
2020-12-12T10:03:30Z;22,31;27,19;3,87;21,19;37,44;41,31
2020-12-12T10:03:35Z;22,31;27,19;3,87;21,19;37,44;41,31
2020-12-12T10:03:40Z;22,31;27,19;3,88;21,19;37,56;41,44
2020-12-12T10:03:45Z;22,31;27,13;3,88;21,19;37,56;41,44
2020-12-12T10:03:50Z;22,31;27,13;3,69;21,19;37,75;41,44
2020-12-12T10:03:55Z;22,31;27,13;3,69;21,19;37,75;41,44
2020-12-12T10:04:00Z;22,31;27,13;3,50;21,19;37,81;41,31
2020-12-12T10:04:05Z;22,31;27,13;3,50;21,19;37,81;41,31
2020-12-12T10:04:10Z;22,31;27,13;2,87;21,19;37,94;40,81
2020-12-12T10:04:15Z;22,31;27,13;2,87;21,19;37,94;40,81
2020-12-12T10:04:20Z;22,31;27,13;2,62;21,19;37,94;40,56
2020-12-12T10:04:25Z;22,31;27,13;2,62;21,19;37,94;40,56
2020-12-12T10:04:30Z;22,31;27,13;2,06;21,19;37,94;40,00
2020-12-12T10:04:35Z;22,31;27,13;2,06;21,31;37,94;40,00
2020-12-12T10:04:40Z;22,31;27,13;1,87;21,31;37,88;39,75
2020-12-12T10:04:45Z;22,31;27,13;1,87;21,31;37,88;39,75
2020-12-12T10:04:50Z;22,31;27,13;1,56;21,31;37,75;39,31
2020-12-12T10:04:55Z;22,31;27,13;1,56;21,31;37,75;39,31
2020-12-12T10:05:00Z;22,31;27,13;1,43;21,31;37,69;39,12
2020-12-12T10:05:05Z;22,31;27,13;1,43;21,31;37,69;39,12
2020-12-12T10:05:10Z;22,31;27,13;1,19;21,31;37,50;38,69
2020-12-12T10:05:15Z;22,31;27,13;1,19;21,31;37,50;38,69
2020-12-12T10:05:20Z;22,31;27,13;1,06;21,31;37,50;38,56
2020-12-12T10:05:25Z;22,31;27,13;1,06;21,31;37,50;38,56
2020-12-12T10:05:30Z;22,31;27,13;1,07;21,31;37,31;38,38
2020-12-12T10:05:35Z;22,31;27,13;1,07;21,31;37,31;38,38
2020-12-12T10:05:40Z;22,31;27,13;1,44;21,31;37,25;38,69
2020-12-12T10:05:45Z;22,31;27,13;1,44;21,31;37,25;38,69
2020-12-12T10:05:50Z;22,31;27,13;1,56;21,31;37,25;38,81
2020-12-12T10:05:55Z;22,31;27,13;1,56;21,31;37,25;38,81
2020-12-12T10:06:00Z;22,31;27,13;1,88;21,31;37,31;39,19
2020-12-12T10:06:05Z;22,31;27,13;1,88;21,31;37,31;39,19
2020-12-12T10:06:10Z;22,31;27,13;2,00;21,31;37,31;39,31
